pokemon_key,form_key,ability_key,ability_name,ability_description,is_hidden,slot
slowpoke,galar,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
slowpoke,galar,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
slowbro,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,1
slowbro,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
slowbro,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
slowbro,mega,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,1
slowbro,galar,quick-draw,クイックドロウ,"相手より 先に 行動できることが ある。",0,1
slowbro,galar,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,2
slowbro,galar,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
magnemite,default,magnet-pull,じりょく,"はがねタイプの ポケモンを 磁力で 引きつけて 逃げられなくする。",0,1
magnemite,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
magnemite,default,analytic,アナライズ,"いちばん 最後に 技を 出すと 技の 威力が 上がる。",1,3
magneton,default,magnet-pull,じりょく,"はがねタイプの ポケモンを 磁力で 引きつけて 逃げられなくする。",0,1
magneton,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
magneton,default,analytic,アナライズ,"いちばん 最後に 技を 出すと 技の 威力が 上がる。",1,3
farfetchd,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
farfetchd,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,2
farfetchd,default,defiant,まけんき,"能力を 下げられると 攻撃が ぐーんと 上がる。",1,3
farfetchd,galar,steadfast,ふくつのこころ,"ひるむ たびに 不屈の心を 燃やして 素早さが 上がる。",0,1
farfetchd,galar,scrappy,きもったま,"ゴーストタイプの ポケモンに ノーマルタイプと かくとうタイプの 技を 当てることが できる。",1,3
doduo,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,1
doduo,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
doduo,default,tangled-feet,ちどりあし,"こんらん状態の ときは 回避率が アップする。",1,3
dodrio,default,run-away,にげあし,"野生の ポケモンから 必ず 逃げられる。",0,1
dodrio,default,early-bird,はやおき,"ねむり状態に なっても ２倍の 早さで 目覚める ことが できる。",0,2
dodrio,default,tangled-feet,ちどりあし,"こんらん状態の ときは 回避率が アップする。",1,3
seel,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",0,1
seel,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",0,2
seel,default,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",1,3
dewgong,default,thick-fat,あついしぼう,"厚い 脂肪で 守られているので ほのおタイプと こおりタイプの 技の ダメージを 半減させる。",0,1
dewgong,default,hydration,うるおいボディ,"天気が 雨のとき 状態異常が 治る。",0,2
dewgong,default,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",1,3
grimer,default,stench,あくしゅう,"臭い においを 放つことによって 攻撃した ときに 相手を ひるませることが ある。",0,1
grimer,default,sticky-hold,ねんちゃく,"粘着質の 体に 道具が くっついているため 相手に 道具を 奪われない。",0,2
grimer,default,poison-touch,どくしゅ,"触る だけで 相手を どく 状態に することがある。",1,3
grimer,alola,poison-touch,どくしゅ,"触る だけで 相手を どく 状態に することがある。",0,1
grimer,alola,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
grimer,alola,power-of-alchemy,かがくのちから,"倒された 味方の 特性を 受け継ぎ 同じ 特性に 変わる。",1,3
muk,default,stench,あくしゅう,"臭い においを 放つことによって 攻撃した ときに 相手を ひるませることが ある。",0,1
muk,default,sticky-hold,ねんちゃく,"粘着質の 体に 道具が くっついているため 相手に 道具を 奪われない。",0,2
muk,default,poison-touch,どくしゅ,"触る だけで 相手を どく 状態に することがある。",1,3
muk,alola,poison-touch,どくしゅ,"触る だけで 相手を どく 状態に することがある。",0,1
muk,alola,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",0,2
muk,alola,power-of-alchemy,かがくのちから,"倒された 味方の 特性を 受け継ぎ 同じ 特性に 変わる。",1,3
shellder,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,1
shellder,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",0,2
shellder,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
cloyster,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,1
cloyster,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",0,2
cloyster,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
gastly,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
haunter,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
gengar,default,cursed-body,のろわれボディ,"攻撃を 受けると 相手の 技を かなしばり状態に することが ある。",0,1
gengar,mega,shadow-tag,かげふみ,"相手の 影を 踏み 逃げたり 交代 できなくする。",0,1
onix,default,rock-head,いしあたま,"反動を 受ける 技を 出しても ＨＰが 減らない。",0,1
onix,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,2
onix,default,weak-armor,くだけるよろい,"物理技で ダメージを 受けると 防御が 下がり 素早さが ぐーんと 上がる。",1,3
drowzee,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,1
drowzee,default,forewarn,よちむ,"登場 したとき 相手の 持つ 技を ひとつだけ 読み取る。",0,2
drowzee,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
hypno,default,insomnia,ふみん,"眠れない 体質 なので ねむり状態に ならない。",0,1
hypno,default,forewarn,よちむ,"登場 したとき 相手の 持つ 技を ひとつだけ 読み取る。",0,2
hypno,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
krabby,default,hyper-cutter,かいりきバサミ,"力自慢の ハサミを 持っているので 相手に 攻撃を 下げられない。",0,1
krabby,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,2
krabby,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
kingler,default,hyper-cutter,かいりきバサミ,"力自慢の ハサミを 持っているので 相手に 攻撃を 下げられない。",0,1
kingler,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,2
kingler,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
voltorb,default,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,1
voltorb,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,2
voltorb,default,aftermath,ゆうばく,"ひんしに なったとき 触った 相手に ダメージを あたえる。",1,3
voltorb,hisui,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,1
voltorb,hisui,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,2
voltorb,hisui,aftermath,ゆうばく,"ひんしに なったとき 触った 相手に ダメージを あたえる。",1,3
electrode,default,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,1
electrode,default,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,2
electrode,default,aftermath,ゆうばく,"ひんしに なったとき 触った 相手に ダメージを あたえる。",1,3
electrode,hisui,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,1
electrode,hisui,static,せいでんき,"静電気を 体に まとい 触った 相手を まひさせる ことがある。",0,2
electrode,hisui,aftermath,ゆうばく,"ひんしに なったとき 触った 相手に ダメージを あたえる。",1,3
exeggcute,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
exeggcute,default,harvest,しゅうかく,"使った きのみを 何回も 作りだす。",1,3
exeggutor,default,chlorophyll,ようりょくそ,"天気が 晴れのとき 素早さが 上がる。",0,1
exeggutor,default,harvest,しゅうかく,"使った きのみを 何回も 作りだす。",1,3
exeggutor,alola,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,1
exeggutor,alola,harvest,しゅうかく,"使った きのみを 何回も 作りだす。",1,3
cubone,default,rock-head,いしあたま,"反動を 受ける 技を 出しても ＨＰが 減らない。",0,1
cubone,default,lightning-rod,ひらいしん,"でんきタイプの 技を 自分に 寄せつけ ダメージを 受けずに 特攻が 上がる。",0,2
cubone,default,battle-armor,カブトアーマー,"硬い 甲羅に 守られて 相手の 攻撃が 急所に 当たらない。",1,3
marowak,default,rock-head,いしあたま,"反動を 受ける 技を 出しても ＨＰが 減らない。",0,1
marowak,default,lightning-rod,ひらいしん,"でんきタイプの 技を 自分に 寄せつけ ダメージを 受けずに 特攻が 上がる。",0,2
