national_dex_number,form_order,key,form_key,name,kana,type1,type2,h,a,b,c,d,s,image_url
118,0,goldeen,default,トサキント,とさきんと,みず,,45,67,60,35,50,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png
119,0,seaking,default,アズマオウ,あずまおう,みず,,80,92,65,65,80,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png
120,0,staryu,default,ヒトデマン,ひとでまん,みず,,30,45,55,70,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png
121,0,starmie,default,スターミー,すたーみー,みず,エスパー,60,75,85,100,85,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png
121,1,starmie,mega,スターミー（メガシンカ）,すたーみー（めがしんか）,みず,エスパー,60,100,105,130,105,120,
122,0,mr-mime,default,バリヤード,ばりやーど,エスパー,フェアリー,40,45,65,100,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png
122,1,mr-mime,galar,バリヤード（ガラルのすがた）,ばりやーど（がらるのすがた）,こおり,エスパー,50,65,65,90,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10168.png
123,0,scyther,default,ストライク,すとらいく,むし,ひこう,70,110,80,55,80,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png
124,0,jynx,default,ルージュラ,るーじゅら,こおり,エスパー,65,50,35,115,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png
125,0,electabuzz,default,エレブー,えれぶー,でんき,,65,83,57,95,85,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png
126,0,magmar,default,ブーバー,ぶーばー,ほのお,,65,95,57,100,85,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png
127,0,pinsir,default,カイロス,かいろす,むし,,65,125,100,55,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png
127,1,pinsir,mega,カイロス（メガシンカ）,かいろす（めがしんか）,むし,ひこう,65,155,120,65,90,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png
128,0,tauros,default,ケンタロス,けんたろす,ノーマル,,75,100,95,40,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png
128,1,tauros,paldea-combat-breed,ケンタロス（paldea-combat-breed）,けんたろす（paldea-combat-breed）,かくとう,,75,110,105,30,70,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10250.png
128,2,tauros,paldea-blaze-breed,ケンタロス（paldea-blaze-breed）,けんたろす（paldea-blaze-breed）,かくとう,ほのお,75,110,105,30,70,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10251.png
128,3,tauros,paldea-aqua-breed,ケンタロス（paldea-aqua-breed）,けんたろす（paldea-aqua-breed）,かくとう,みず,75,110,105,30,70,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10252.png
129,0,magikarp,default,コイキング,こいきんぐ,みず,,20,10,55,15,20,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png
130,0,gyarados,default,ギャラドス,ぎゃらどす,みず,ひこう,95,125,79,60,100,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png
130,1,gyarados,mega,ギャラドス（メガシンカ）,ぎゃらどす（めがしんか）,みず,あく,95,155,109,70,130,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
131,0,lapras,default,ラプラス,らぷらす,みず,こおり,130,85,80,85,95,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png
132,0,ditto,default,メタモン,めたもん,ノーマル,,48,48,48,48,48,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png
133,0,eevee,default,イーブイ,いーぶい,ノーマル,,55,55,50,45,65,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png
134,0,vaporeon,default,シャワーズ,しゃわーず,みず,,130,65,60,110,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png
135,0,jolteon,default,サンダース,さんだーす,でんき,,65,65,60,110,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png
136,0,flareon,default,ブースター,ぶーすたー,ほのお,,65,130,60,95,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png
137,0,porygon,default,ポリゴン,ぽりごん,ノーマル,,65,60,70,85,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png
138,0,omanyte,default,オムナイト,おむないと,いわ,みず,35,40,100,90,55,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png
139,0,omastar,default,オムスター,おむすたー,いわ,みず,70,60,125,115,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png
140,0,kabuto,default,カブト,かぶと,いわ,みず,30,80,90,55,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png
141,0,kabutops,default,カブトプス,かぶとぷす,いわ,みず,60,115,105,65,70,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png
142,0,aerodactyl,default,プテラ,ぷてら,いわ,ひこう,80,105,65,60,75,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png
142,1,aerodactyl,mega,プテラ（メガシンカ）,ぷてら（めがしんか）,いわ,ひこう,80,135,85,70,95,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png
143,0,snorlax,default,カビゴン,かびごん,ノーマル,,160,110,65,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png
144,0,articuno,default,フリーザー,ふりーざー,こおり,ひこう,90,85,100,95,125,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png
144,1,articuno,galar,フリーザー（ガラルのすがた）,ふりーざー（がらるのすがた）,エスパー,ひこう,90,85,85,125,100,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png
145,0,zapdos,default,サンダー,さんだー,でんき,ひこう,90,90,85,125,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png
145,1,zapdos,galar,サンダー（ガラルのすがた）,さんだー（がらるのすがた）,かくとう,ひこう,90,125,90,85,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png
146,0,moltres,default,ファイヤー,ふぁいやー,ほのお,ひこう,90,100,90,125,85,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png
146,1,moltres,galar,ファイヤー（ガラルのすがた）,ふぁいやー（がらるのすがた）,あく,ひこう,90,85,90,100,125,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png
147,0,dratini,default,ミニリュウ,みにりゅう,ドラゴン,,41,64,45,50,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png
148,0,dragonair,default,ハクリュー,はくりゅー,ドラゴン,,61,84,65,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png
149,0,dragonite,default,カイリュー,かいりゅー,ドラゴン,ひこう,91,134,95,100,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png
149,1,dragonite,mega,カイリュー（メガシンカ）,かいりゅー（めがしんか）,ドラゴン,ひこう,91,124,115,145,125,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10281.png
150,0,mewtwo,default,ミュウツー,みゅうつー,エスパー,,106,110,90,154,90,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png
150,1,mewtwo,mega-x,ミュウツー（メガシンカX）,みゅうつー（めがしんかX）,エスパー,かくとう,106,190,100,154,100,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png
150,2,mewtwo,mega-y,ミュウツー（メガシンカY）,みゅうつー（めがしんかY）,エスパー,,106,150,70,194,120,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png
151,0,mew,default,ミュウ,みゅう,エスパー,,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png
152,0,chikorita,default,チコリータ,ちこりーた,くさ,,45,49,65,49,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png
153,0,bayleef,default,ベイリーフ,べいりーふ,くさ,,60,62,80,63,80,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png
154,0,meganium,default,メガニウム,めがにうむ,くさ,,80,82,100,83,100,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png
154,1,meganium,mega,メガニウム（メガシンカ）,めがにうむ（めがしんか）,くさ,フェアリー,80,92,115,143,115,80,
155,0,cyndaquil,default,ヒノアラシ,ひのあらし,ほのお,,39,52,43,60,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png
156,0,quilava,default,マグマラシ,まぐまらし,ほのお,,58,64,58,80,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png
157,0,typhlosion,default,バクフーン,ばくふーん,ほのお,,78,84,78,109,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png
157,1,typhlosion,hisui,バクフーン（ヒスイのすがた）,ばくふーん（ひすいのすがた）,ほのお,ゴースト,73,84,78,119,85,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png
158,0,totodile,default,ワニノコ,わにのこ,みず,,50,65,64,44,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png
159,0,croconaw,default,アリゲイツ,ありげいつ,みず,,65,80,80,59,63,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png
160,0,feraligatr,default,オーダイル,おーだいる,みず,,85,105,100,79,83,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png
160,1,feraligatr,mega,オーダイル（メガシンカ）,おーだいる（めがしんか）,みず,ドラゴン,85,160,125,89,93,78,
161,0,sentret,default,オタチ,おたち,ノーマル,,35,46,34,35,45,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png
162,0,furret,default,オオタチ,おおたち,ノーマル,,85,76,64,45,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png
163,0,hoothoot,default,ホーホー,ほーほー,ノーマル,ひこう,60,30,30,36,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png
164,0,noctowl,default,ヨルノズク,よるのずく,ノーマル,ひこう,100,50,50,86,96,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png
165,0,ledyba,default,レディバ,れでぃば,むし,ひこう,40,20,30,40,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png
166,0,ledian,default,レディアン,れでぃあん,むし,ひこう,55,35,50,55,110,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png
167,0,spinarak,default,イトマル,いとまる,むし,どく,40,60,40,40,40,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png
168,0,ariados,default,アリアドス,ありあどす,むし,どく,70,90,70,60,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png
169,0,crobat,default,クロバット,くろばっと,どく,ひこう,85,90,80,70,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png
170,0,chinchou,default,チョンチー,ちょんちー,みず,でんき,75,38,38,56,56,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png
171,0,lanturn,default,ランターン,らんたーん,みず,でんき,125,58,58,76,76,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png
172,0,pichu,default,ピチュー,ぴちゅー,でんき,,20,40,15,35,35,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png
173,0,cleffa,default,ピィ,ぴぃ,フェアリー,,50,25,28,45,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png
174,0,igglybuff,default,ププリン,ぷぷりん,ノーマル,フェアリー,90,30,15,40,20,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png
175,0,togepi,default,トゲピー,とげぴー,フェアリー,,35,20,65,40,65,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png
176,0,togetic,default,トゲチック,とげちっく,フェアリー,ひこう,55,40,85,80,105,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png
177,0,natu,default,ネイティ,ねいてぃ,エスパー,ひこう,40,50,45,70,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png
178,0,xatu,default,ネイティオ,ねいてぃお,エスパー,ひこう,65,75,70,95,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png
179,0,mareep,default,メリープ,めりーぷ,でんき,,55,40,40,65,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png
180,0,flaaffy,default,モココ,もここ,でんき,,70,55,55,80,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png
181,0,ampharos,default,デンリュウ,でんりゅう,でんき,,90,75,85,115,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png
181,1,ampharos,mega,デンリュウ（メガシンカ）,でんりゅう（めがしんか）,でんき,ドラゴン,90,95,105,165,110,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png
182,0,bellossom,default,キレイハナ,きれいはな,くさ,,75,80,95,90,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png
183,0,marill,default,マリル,まりる,みず,フェアリー,70,20,50,20,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png
184,0,azumarill,default,マリルリ,まりるり,みず,フェアリー,100,50,80,60,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png
185,0,sudowoodo,default,ウソッキー,うそっきー,いわ,,70,100,115,30,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png
186,0,politoed,default,ニョロトノ,にょろとの,みず,,90,75,75,90,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png
187,0,hoppip,default,ハネッコ,はねっこ,くさ,ひこう,35,35,40,35,55,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png
188,0,skiploom,default,ポポッコ,ぽぽっこ,くさ,ひこう,55,45,50,45,65,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png
189,0,jumpluff,default,ワタッコ,わたっこ,くさ,ひこう,75,55,70,55,95,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png
190,0,aipom,default,エイパム,えいぱむ,ノーマル,,55,70,55,40,55,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png
191,0,sunkern,default,ヒマナッツ,ひまなっつ,くさ,,30,30,30,30,30,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png
192,0,sunflora,default,キマワリ,きまわり,くさ,,75,75,55,105,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png
193,0,yanma,default,ヤンヤンマ,やんやんま,むし,ひこう,65,65,45,75,45,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png
194,0,wooper,default,ウパー,うぱー,みず,じめん,55,45,45,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png
194,1,wooper,paldea,ウパー（パルデアのすがた）,うぱー（ぱるであのすがた）,どく,じめん,55,45,45,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png
